FL,Livello_1,Livello_2,Livello_3,Livello_4,Livello_5,Livello_6,FL_Lunghezza,Check,Check_Result
USS-USJ6-37-01-19,USS,USJ6,37,01,19,,5,19_01_37_5,True
USS-USJ6-37-01-19-01,USS,USJ6,37,01,19,01,6,01_19_01_6,True
USS-USJ6-37-01-19-TT,USS,USJ6,37,01,19,TT,6,TT_19_01_6,True
USS-USJ6-37-01-20,USS,USJ6,37,01,20,,5,20_01_37_5,True
USS-USJ6-37-01-20-01,USS,USJ6,37,01,20,01,6,01_20_01_6,True
USS-USJ6-37-01-20-TT,USS,USJ6,37,01,20,TT,6,TT_20_01_6,True
USS-USJ6-37-01-21,USS,USJ6,37,01,21,,5,21_01_37_5,True
USS-USJ6-37-01-21-01,USS,USJ6,37,01,21,01,6,01_21_01_6,True
USS-USJ6-37-01-21-TT,USS,USJ6,37,01,21,TT,6,TT_21_01_6,True
USS-USJ6-37-01-22,USS,USJ6,37,01,22,,5,22_01_37_5,True
USS-USJ6-37-01-22-01,USS,USJ6,37,01,22,01,6,01_22_01_6,True
USS-USJ6-37-01-22-TT,USS,USJ6,37,01,22,TT,6,TT_22_01_6,True
USS-USJ6-37-01-AC,USS,USJ6,37,01,AC,,5,AC_01_37_5,True
USS-USJ6-37-01-AC-GC,USS,USJ6,37,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-37-01-AC-IP,USS,USJ6,37,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-37-01-AR,USS,USJ6,37,01,AR,,5,AR_01_37_5,True
USS-USJ6-37-01-CO,USS,USJ6,37,01,CO,,5,CO_01_37_5,True
USS-USJ6-37-01-D1,USS,USJ6,37,01,D1,,5,D1_01_37_5,True
USS-USJ6-37-01-D1-GI,USS,USJ6,37,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-37-01-D1-MP,USS,USJ6,37,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-37-01-DS,USS,USJ6,37,01,DS,,5,DS_01_37_5,True
USS-USJ6-37-01-FU,USS,USJ6,37,01,FU,,5,FU_01_37_5,True
USS-USJ6-37-01-HI,USS,USJ6,37,01,HI,,5,HI_01_37_5,True
USS-USJ6-37-01-IS,USS,USJ6,37,01,IS,,5,IS_01_37_5,True
USS-USJ6-37-01-IT,USS,USJ6,37,01,IT,,5,IT_01_37_5,True
USS-USJ6-37-01-PS,USS,USJ6,37,01,PS,,5,PS_01_37_5,True
USS-USJ6-37-01-RC,USS,USJ6,37,01,RC,,5,RC_01_37_5,True
USS-USJ6-37-01-TK,USS,USJ6,37,01,TK,,5,TK_01_37_5,True
USS-USJ6-37-CL,USS,USJ6,37,CL,,,4,CL_37_4,True
USS-USJ6-37-LV,USS,USJ6,37,LV,,,4,LV_37_4,True
USS-USJ6-37-LV-CL,USS,USJ6,37,LV,CL,,5,CL_LV_37_5,True
USS-USJ6-37-LV-LA,USS,USJ6,37,LV,LA,,5,LA_LV_37_5,True
USS-USJ6-37-LV-LA-IT,USS,USJ6,37,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-37-LV-LA-TR,USS,USJ6,37,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-37-LV-LA-UN,USS,USJ6,37,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-37-LV-LA-UP,USS,USJ6,37,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-37-LV-LP,USS,USJ6,37,LV,LP,,5,LP_LV_37_5,True
USS-USJ6-37-LV-LP-01,USS,USJ6,37,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-37-LV-LP-CO,USS,USJ6,37,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-37-MV,USS,USJ6,37,MV,,,4,MV_37_4,True
USS-USJ6-37-MV-CL,USS,USJ6,37,MV,CL,,5,CL_MV_37_5,True
USS-USJ6-37-MV-IT,USS,USJ6,37,MV,IT,,5,IT_MV_37_5,True
USS-USJ6-37-MV-PR,USS,USJ6,37,MV,PR,,5,PR_MV_37_5,True
USS-USJ6-37-MV-SZ,USS,USJ6,37,MV,SZ,,5,SZ_MV_37_5,True
USS-USJ6-37-OC,USS,USJ6,37,OC,,,4,OC_37_4,True
USS-USJ6-37-OC-FO,USS,USJ6,37,OC,FO,,5,FO_OC_37_5,True
USS-USJ6-37-OC-MR,USS,USJ6,37,OC,MR,,5,MR_OC_37_5,True
USS-USJ6-37-ST,USS,USJ6,37,ST,,,4,ST_37_4,True
USS-USJ6-37-ST-S1,USS,USJ6,37,ST,S1,,5,S1_ST_37_5,True
USS-USJ6-37-ST-S2,USS,USJ6,37,ST,S2,,5,S2_ST_37_5,True
USS-USJ6-37-ST-S4,USS,USJ6,37,ST,S4,,5,S4_ST_37_5,True
USS-USJ6-37-T1,USS,USJ6,37,T1,,,4,T1_37_4,True
USS-USJ6-37-T1-PT,USS,USJ6,37,T1,PT,,5,PT_T1_37_5,True
USS-USJ6-37-TC,USS,USJ6,37,TC,,,4,TC_37_4,True
USS-USJ6-37-TC-AP,USS,USJ6,37,TC,AP,,5,AP_TC_37_5,True
USS-USJ6-37-TC-LN,USS,USJ6,37,TC,LN,,5,LN_TC_37_5,True
USS-USJ6-37-TS,USS,USJ6,37,TS,,,4,TS_37_4,True
USS-USJ6-37-TS-TA,USS,USJ6,37,TS,TA,,5,TA_TS_37_5,True
USS-USJ6-37-TS-TS,USS,USJ6,37,TS,TS,,5,TS_TS_37_5,True
USS-USJ6-37-TT,USS,USJ6,37,TT,,,4,TT_37_4,True
USS-USJ6-37-UP,USS,USJ6,37,UP,,,4,UP_37_4,True
USS-USJ6-38,USS,USJ6,38,,,,3,,True
USS-USJ6-38-01,USS,USJ6,38,01,,,4,01_38_4,True
USS-USJ6-38-01-01,USS,USJ6,38,01,01,,5,01_01_38_5,True
USS-USJ6-38-01-01-01,USS,USJ6,38,01,01,01,6,01_01_01_6,True
USS-USJ6-38-01-01-TT,USS,USJ6,38,01,01,TT,6,TT_01_01_6,True
USS-USJ6-38-01-02,USS,USJ6,38,01,02,,5,02_01_38_5,True
USS-USJ6-38-01-02-01,USS,USJ6,38,01,02,01,6,01_02_01_6,True
USS-USJ6-38-01-02-TT,USS,USJ6,38,01,02,TT,6,TT_02_01_6,True
USS-USJ6-38-01-03,USS,USJ6,38,01,03,,5,03_01_38_5,True
USS-USJ6-38-01-03-01,USS,USJ6,38,01,03,01,6,01_03_01_6,True
USS-USJ6-38-01-03-TT,USS,USJ6,38,01,03,TT,6,TT_03_01_6,True
USS-USJ6-38-01-04,USS,USJ6,38,01,04,,5,04_01_38_5,True
USS-USJ6-38-01-04-01,USS,USJ6,38,01,04,01,6,01_04_01_6,True
USS-USJ6-38-01-04-TT,USS,USJ6,38,01,04,TT,6,TT_04_01_6,True
USS-USJ6-38-01-05,USS,USJ6,38,01,05,,5,05_01_38_5,True
USS-USJ6-38-01-05-01,USS,USJ6,38,01,05,01,6,01_05_01_6,True
USS-USJ6-38-01-05-TT,USS,USJ6,38,01,05,TT,6,TT_05_01_6,True
USS-USJ6-38-01-06,USS,USJ6,38,01,06,,5,06_01_38_5,True
USS-USJ6-38-01-06-01,USS,USJ6,38,01,06,01,6,01_06_01_6,True
USS-USJ6-38-01-06-TT,USS,USJ6,38,01,06,TT,6,TT_06_01_6,True
USS-USJ6-38-01-07,USS,USJ6,38,01,07,,5,07_01_38_5,True
USS-USJ6-38-01-07-01,USS,USJ6,38,01,07,01,6,01_07_01_6,True
USS-USJ6-38-01-07-TT,USS,USJ6,38,01,07,TT,6,TT_07_01_6,True
USS-USJ6-38-01-08,USS,USJ6,38,01,08,,5,08_01_38_5,True
USS-USJ6-38-01-08-01,USS,USJ6,38,01,08,01,6,01_08_01_6,True
USS-USJ6-38-01-08-TT,USS,USJ6,38,01,08,TT,6,TT_08_01_6,True
USS-USJ6-38-01-09,USS,USJ6,38,01,09,,5,09_01_38_5,True
USS-USJ6-38-01-09-01,USS,USJ6,38,01,09,01,6,01_09_01_6,True
USS-USJ6-38-01-09-TT,USS,USJ6,38,01,09,TT,6,TT_09_01_6,True
USS-USJ6-38-01-10,USS,USJ6,38,01,10,,5,10_01_38_5,True
USS-USJ6-38-01-10-01,USS,USJ6,38,01,10,01,6,01_10_01_6,True
USS-USJ6-38-01-10-TT,USS,USJ6,38,01,10,TT,6,TT_10_01_6,True
USS-USJ6-38-01-11,USS,USJ6,38,01,11,,5,11_01_38_5,True
USS-USJ6-38-01-11-01,USS,USJ6,38,01,11,01,6,01_11_01_6,True
USS-USJ6-38-01-11-TT,USS,USJ6,38,01,11,TT,6,TT_11_01_6,True
USS-USJ6-38-01-12,USS,USJ6,38,01,12,,5,12_01_38_5,True
USS-USJ6-38-01-12-01,USS,USJ6,38,01,12,01,6,01_12_01_6,True
USS-USJ6-38-01-12-TT,USS,USJ6,38,01,12,TT,6,TT_12_01_6,True
USS-USJ6-38-01-13,USS,USJ6,38,01,13,,5,13_01_38_5,True
USS-USJ6-38-01-13-01,USS,USJ6,38,01,13,01,6,01_13_01_6,True
USS-USJ6-38-01-13-TT,USS,USJ6,38,01,13,TT,6,TT_13_01_6,True
USS-USJ6-38-01-14,USS,USJ6,38,01,14,,5,14_01_38_5,True
USS-USJ6-38-01-14-01,USS,USJ6,38,01,14,01,6,01_14_01_6,True
USS-USJ6-38-01-14-TT,USS,USJ6,38,01,14,TT,6,TT_14_01_6,True
USS-USJ6-38-01-15,USS,USJ6,38,01,15,,5,15_01_38_5,True
USS-USJ6-38-01-15-01,USS,USJ6,38,01,15,01,6,01_15_01_6,True
USS-USJ6-38-01-15-TT,USS,USJ6,38,01,15,TT,6,TT_15_01_6,True
USS-USJ6-38-01-16,USS,USJ6,38,01,16,,5,16_01_38_5,True
USS-USJ6-38-01-16-01,USS,USJ6,38,01,16,01,6,01_16_01_6,True
USS-USJ6-38-01-16-TT,USS,USJ6,38,01,16,TT,6,TT_16_01_6,True
USS-USJ6-38-01-17,USS,USJ6,38,01,17,,5,17_01_38_5,True
USS-USJ6-38-01-17-01,USS,USJ6,38,01,17,01,6,01_17_01_6,True
USS-USJ6-38-01-17-TT,USS,USJ6,38,01,17,TT,6,TT_17_01_6,True
USS-USJ6-38-01-18,USS,USJ6,38,01,18,,5,18_01_38_5,True
USS-USJ6-38-01-18-01,USS,USJ6,38,01,18,01,6,01_18_01_6,True
USS-USJ6-38-01-18-TT,USS,USJ6,38,01,18,TT,6,TT_18_01_6,True
USS-USJ6-38-01-19,USS,USJ6,38,01,19,,5,19_01_38_5,True
USS-USJ6-38-01-19-01,USS,USJ6,38,01,19,01,6,01_19_01_6,True
USS-USJ6-38-01-19-TT,USS,USJ6,38,01,19,TT,6,TT_19_01_6,True
USS-USJ6-38-01-20,USS,USJ6,38,01,20,,5,20_01_38_5,True
USS-USJ6-38-01-20-01,USS,USJ6,38,01,20,01,6,01_20_01_6,True
USS-USJ6-38-01-20-TT,USS,USJ6,38,01,20,TT,6,TT_20_01_6,True
USS-USJ6-38-01-AC,USS,USJ6,38,01,AC,,5,AC_01_38_5,True
USS-USJ6-38-01-AC-GC,USS,USJ6,38,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-38-01-AC-IP,USS,USJ6,38,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-38-01-AR,USS,USJ6,38,01,AR,,5,AR_01_38_5,True
USS-USJ6-38-01-CO,USS,USJ6,38,01,CO,,5,CO_01_38_5,True
USS-USJ6-38-01-D1,USS,USJ6,38,01,D1,,5,D1_01_38_5,True
USS-USJ6-38-01-D1-GI,USS,USJ6,38,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-38-01-D1-MP,USS,USJ6,38,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-38-01-DS,USS,USJ6,38,01,DS,,5,DS_01_38_5,True
USS-USJ6-38-01-FU,USS,USJ6,38,01,FU,,5,FU_01_38_5,True
USS-USJ6-38-01-HI,USS,USJ6,38,01,HI,,5,HI_01_38_5,True
USS-USJ6-38-01-IS,USS,USJ6,38,01,IS,,5,IS_01_38_5,True
USS-USJ6-38-01-IT,USS,USJ6,38,01,IT,,5,IT_01_38_5,True
USS-USJ6-38-01-PS,USS,USJ6,38,01,PS,,5,PS_01_38_5,True
USS-USJ6-38-01-RC,USS,USJ6,38,01,RC,,5,RC_01_38_5,True
USS-USJ6-38-01-TK,USS,USJ6,38,01,TK,,5,TK_01_38_5,True
USS-USJ6-38-CL,USS,USJ6,38,CL,,,4,CL_38_4,True
USS-USJ6-38-LV,USS,USJ6,38,LV,,,4,LV_38_4,True
USS-USJ6-38-LV-CL,USS,USJ6,38,LV,CL,,5,CL_LV_38_5,True
USS-USJ6-38-LV-LA,USS,USJ6,38,LV,LA,,5,LA_LV_38_5,True
USS-USJ6-38-LV-LA-IT,USS,USJ6,38,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-38-LV-LA-TR,USS,USJ6,38,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-38-LV-LA-UN,USS,USJ6,38,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-38-LV-LA-UP,USS,USJ6,38,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-38-LV-LP,USS,USJ6,38,LV,LP,,5,LP_LV_38_5,True
USS-USJ6-38-LV-LP-01,USS,USJ6,38,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-38-LV-LP-CO,USS,USJ6,38,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-38-MV,USS,USJ6,38,MV,,,4,MV_38_4,True
USS-USJ6-38-MV-CL,USS,USJ6,38,MV,CL,,5,CL_MV_38_5,True
USS-USJ6-38-MV-IT,USS,USJ6,38,MV,IT,,5,IT_MV_38_5,True
USS-USJ6-38-MV-PR,USS,USJ6,38,MV,PR,,5,PR_MV_38_5,True
USS-USJ6-38-MV-SZ,USS,USJ6,38,MV,SZ,,5,SZ_MV_38_5,True
USS-USJ6-38-OC,USS,USJ6,38,OC,,,4,OC_38_4,True
USS-USJ6-38-OC-FO,USS,USJ6,38,OC,FO,,5,FO_OC_38_5,True
USS-USJ6-38-OC-MR,USS,USJ6,38,OC,MR,,5,MR_OC_38_5,True
USS-USJ6-38-ST,USS,USJ6,38,ST,,,4,ST_38_4,True
USS-USJ6-38-ST-S1,USS,USJ6,38,ST,S1,,5,S1_ST_38_5,True
USS-USJ6-38-ST-S2,USS,USJ6,38,ST,S2,,5,S2_ST_38_5,True
USS-USJ6-38-ST-S4,USS,USJ6,38,ST,S4,,5,S4_ST_38_5,True
USS-USJ6-38-T1,USS,USJ6,38,T1,,,4,T1_38_4,True
USS-USJ6-38-T1-PT,USS,USJ6,38,T1,PT,,5,PT_T1_38_5,True
USS-USJ6-38-TC,USS,USJ6,38,TC,,,4,TC_38_4,True
USS-USJ6-38-TC-AP,USS,USJ6,38,TC,AP,,5,AP_TC_38_5,True
USS-USJ6-38-TC-LN,USS,USJ6,38,TC,LN,,5,LN_TC_38_5,True
USS-USJ6-38-TS,USS,USJ6,38,TS,,,4,TS_38_4,True
USS-USJ6-38-TS-TA,USS,USJ6,38,TS,TA,,5,TA_TS_38_5,True
USS-USJ6-38-TS-TS,USS,USJ6,38,TS,TS,,5,TS_TS_38_5,True
USS-USJ6-38-TT,USS,USJ6,38,TT,,,4,TT_38_4,True
USS-USJ6-38-UP,USS,USJ6,38,UP,,,4,UP_38_4,True
USS-USJ6-39,USS,USJ6,39,,,,3,,True
USS-USJ6-39-01,USS,USJ6,39,01,,,4,01_39_4,True
USS-USJ6-39-01-01,USS,USJ6,39,01,01,,5,01_01_39_5,True
USS-USJ6-39-01-01-01,USS,USJ6,39,01,01,01,6,01_01_01_6,True
USS-USJ6-39-01-01-TT,USS,USJ6,39,01,01,TT,6,TT_01_01_6,True
USS-USJ6-39-01-02,USS,USJ6,39,01,02,,5,02_01_39_5,True
USS-USJ6-39-01-02-01,USS,USJ6,39,01,02,01,6,01_02_01_6,True
USS-USJ6-39-01-02-TT,USS,USJ6,39,01,02,TT,6,TT_02_01_6,True
USS-USJ6-39-01-03,USS,USJ6,39,01,03,,5,03_01_39_5,True
USS-USJ6-39-01-03-01,USS,USJ6,39,01,03,01,6,01_03_01_6,True
USS-USJ6-39-01-03-TT,USS,USJ6,39,01,03,TT,6,TT_03_01_6,True
USS-USJ6-39-01-04,USS,USJ6,39,01,04,,5,04_01_39_5,True
USS-USJ6-39-01-04-01,USS,USJ6,39,01,04,01,6,01_04_01_6,True
USS-USJ6-39-01-04-TT,USS,USJ6,39,01,04,TT,6,TT_04_01_6,True
USS-USJ6-39-01-05,USS,USJ6,39,01,05,,5,05_01_39_5,True
USS-USJ6-39-01-05-01,USS,USJ6,39,01,05,01,6,01_05_01_6,True
USS-USJ6-39-01-05-TT,USS,USJ6,39,01,05,TT,6,TT_05_01_6,True
USS-USJ6-39-01-06,USS,USJ6,39,01,06,,5,06_01_39_5,True
USS-USJ6-39-01-06-01,USS,USJ6,39,01,06,01,6,01_06_01_6,True
USS-USJ6-39-01-06-TT,USS,USJ6,39,01,06,TT,6,TT_06_01_6,True
USS-USJ6-39-01-07,USS,USJ6,39,01,07,,5,07_01_39_5,True
USS-USJ6-39-01-07-01,USS,USJ6,39,01,07,01,6,01_07_01_6,True
USS-USJ6-39-01-07-TT,USS,USJ6,39,01,07,TT,6,TT_07_01_6,True
USS-USJ6-39-01-08,USS,USJ6,39,01,08,,5,08_01_39_5,True
USS-USJ6-39-01-08-01,USS,USJ6,39,01,08,01,6,01_08_01_6,True
USS-USJ6-39-01-08-TT,USS,USJ6,39,01,08,TT,6,TT_08_01_6,True
USS-USJ6-39-01-09,USS,USJ6,39,01,09,,5,09_01_39_5,True
USS-USJ6-39-01-09-01,USS,USJ6,39,01,09,01,6,01_09_01_6,True
USS-USJ6-39-01-09-TT,USS,USJ6,39,01,09,TT,6,TT_09_01_6,True
USS-USJ6-39-01-10,USS,USJ6,39,01,10,,5,10_01_39_5,True
USS-USJ6-39-01-10-01,USS,USJ6,39,01,10,01,6,01_10_01_6,True
USS-USJ6-39-01-10-TT,USS,USJ6,39,01,10,TT,6,TT_10_01_6,True
USS-USJ6-39-01-11,USS,USJ6,39,01,11,,5,11_01_39_5,True
USS-USJ6-39-01-11-01,USS,USJ6,39,01,11,01,6,01_11_01_6,True
USS-USJ6-39-01-11-TT,USS,USJ6,39,01,11,TT,6,TT_11_01_6,True
USS-USJ6-39-01-12,USS,USJ6,39,01,12,,5,12_01_39_5,True
USS-USJ6-39-01-12-01,USS,USJ6,39,01,12,01,6,01_12_01_6,True
USS-USJ6-39-01-12-TT,USS,USJ6,39,01,12,TT,6,TT_12_01_6,True
USS-USJ6-39-01-13,USS,USJ6,39,01,13,,5,13_01_39_5,True
USS-USJ6-39-01-13-01,USS,USJ6,39,01,13,01,6,01_13_01_6,True
USS-USJ6-39-01-13-TT,USS,USJ6,39,01,13,TT,6,TT_13_01_6,True
USS-USJ6-39-01-14,USS,USJ6,39,01,14,,5,14_01_39_5,True
USS-USJ6-39-01-14-01,USS,USJ6,39,01,14,01,6,01_14_01_6,True
USS-USJ6-39-01-14-TT,USS,USJ6,39,01,14,TT,6,TT_14_01_6,True
USS-USJ6-39-01-15,USS,USJ6,39,01,15,,5,15_01_39_5,True
USS-USJ6-39-01-15-01,USS,USJ6,39,01,15,01,6,01_15_01_6,True
USS-USJ6-39-01-15-TT,USS,USJ6,39,01,15,TT,6,TT_15_01_6,True
USS-USJ6-39-01-16,USS,USJ6,39,01,16,,5,16_01_39_5,True
USS-USJ6-39-01-16-01,USS,USJ6,39,01,16,01,6,01_16_01_6,True
USS-USJ6-39-01-16-TT,USS,USJ6,39,01,16,TT,6,TT_16_01_6,True
USS-USJ6-39-01-17,USS,USJ6,39,01,17,,5,17_01_39_5,True
USS-USJ6-39-01-17-01,USS,USJ6,39,01,17,01,6,01_17_01_6,True
USS-USJ6-39-01-17-TT,USS,USJ6,39,01,17,TT,6,TT_17_01_6,True
USS-USJ6-39-01-18,USS,USJ6,39,01,18,,5,18_01_39_5,True
USS-USJ6-39-01-18-01,USS,USJ6,39,01,18,01,6,01_18_01_6,True
USS-USJ6-39-01-18-TT,USS,USJ6,39,01,18,TT,6,TT_18_01_6,True
USS-USJ6-39-01-19,USS,USJ6,39,01,19,,5,19_01_39_5,True
USS-USJ6-39-01-19-01,USS,USJ6,39,01,19,01,6,01_19_01_6,True
USS-USJ6-39-01-19-TT,USS,USJ6,39,01,19,TT,6,TT_19_01_6,True
USS-USJ6-39-01-20,USS,USJ6,39,01,20,,5,20_01_39_5,True
USS-USJ6-39-01-20-01,USS,USJ6,39,01,20,01,6,01_20_01_6,True
USS-USJ6-39-01-20-TT,USS,USJ6,39,01,20,TT,6,TT_20_01_6,True
USS-USJ6-39-01-21,USS,USJ6,39,01,21,,5,21_01_39_5,True
USS-USJ6-39-01-21-01,USS,USJ6,39,01,21,01,6,01_21_01_6,True
USS-USJ6-39-01-21-TT,USS,USJ6,39,01,21,TT,6,TT_21_01_6,True
USS-USJ6-39-01-AC,USS,USJ6,39,01,AC,,5,AC_01_39_5,True
USS-USJ6-39-01-AC-GC,USS,USJ6,39,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-39-01-AC-IP,USS,USJ6,39,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-39-01-AR,USS,USJ6,39,01,AR,,5,AR_01_39_5,True
USS-USJ6-39-01-CO,USS,USJ6,39,01,CO,,5,CO_01_39_5,True
USS-USJ6-39-01-D1,USS,USJ6,39,01,D1,,5,D1_01_39_5,True
USS-USJ6-39-01-D1-GI,USS,USJ6,39,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-39-01-D1-MP,USS,USJ6,39,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-39-01-DS,USS,USJ6,39,01,DS,,5,DS_01_39_5,True
USS-USJ6-39-01-FU,USS,USJ6,39,01,FU,,5,FU_01_39_5,True
USS-USJ6-39-01-HI,USS,USJ6,39,01,HI,,5,HI_01_39_5,True
USS-USJ6-39-01-IS,USS,USJ6,39,01,IS,,5,IS_01_39_5,True
USS-USJ6-39-01-IT,USS,USJ6,39,01,IT,,5,IT_01_39_5,True
USS-USJ6-39-01-PS,USS,USJ6,39,01,PS,,5,PS_01_39_5,True
USS-USJ6-39-01-RC,USS,USJ6,39,01,RC,,5,RC_01_39_5,True
USS-USJ6-39-01-TK,USS,USJ6,39,01,TK,,5,TK_01_39_5,True
USS-USJ6-39-CL,USS,USJ6,39,CL,,,4,CL_39_4,True
USS-USJ6-39-LV,USS,USJ6,39,LV,,,4,LV_39_4,True
USS-USJ6-39-LV-CL,USS,USJ6,39,LV,CL,,5,CL_LV_39_5,True
USS-USJ6-39-LV-LA,USS,USJ6,39,LV,LA,,5,LA_LV_39_5,True
USS-USJ6-39-LV-LA-IT,USS,USJ6,39,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-39-LV-LA-TR,USS,USJ6,39,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-39-LV-LA-UN,USS,USJ6,39,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-39-LV-LA-UP,USS,USJ6,39,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-39-LV-LP,USS,USJ6,39,LV,LP,,5,LP_LV_39_5,True
USS-USJ6-39-LV-LP-01,USS,USJ6,39,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-39-LV-LP-CO,USS,USJ6,39,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-39-MV,USS,USJ6,39,MV,,,4,MV_39_4,True
USS-USJ6-39-MV-CL,USS,USJ6,39,MV,CL,,5,CL_MV_39_5,True
USS-USJ6-39-MV-IT,USS,USJ6,39,MV,IT,,5,IT_MV_39_5,True
USS-USJ6-39-MV-PR,USS,USJ6,39,MV,PR,,5,PR_MV_39_5,True
USS-USJ6-39-MV-SZ,USS,USJ6,39,MV,SZ,,5,SZ_MV_39_5,True
USS-USJ6-39-OC,USS,USJ6,39,OC,,,4,OC_39_4,True
USS-USJ6-39-OC-FO,USS,USJ6,39,OC,FO,,5,FO_OC_39_5,True
USS-USJ6-39-OC-MR,USS,USJ6,39,OC,MR,,5,MR_OC_39_5,True
USS-USJ6-39-ST,USS,USJ6,39,ST,,,4,ST_39_4,True
USS-USJ6-39-ST-S1,USS,USJ6,39,ST,S1,,5,S1_ST_39_5,True
USS-USJ6-39-ST-S2,USS,USJ6,39,ST,S2,,5,S2_ST_39_5,True
USS-USJ6-39-ST-S4,USS,USJ6,39,ST,S4,,5,S4_ST_39_5,True
USS-USJ6-39-T1,USS,USJ6,39,T1,,,4,T1_39_4,True
USS-USJ6-39-T1-PT,USS,USJ6,39,T1,PT,,5,PT_T1_39_5,True
USS-USJ6-39-TC,USS,USJ6,39,TC,,,4,TC_39_4,True
USS-USJ6-39-TC-AP,USS,USJ6,39,TC,AP,,5,AP_TC_39_5,True
USS-USJ6-39-TC-LN,USS,USJ6,39,TC,LN,,5,LN_TC_39_5,True
USS-USJ6-39-TS,USS,USJ6,39,TS,,,4,TS_39_4,True
USS-USJ6-39-TS-TA,USS,USJ6,39,TS,TA,,5,TA_TS_39_5,True
USS-USJ6-39-TS-TS,USS,USJ6,39,TS,TS,,5,TS_TS_39_5,True
USS-USJ6-39-TT,USS,USJ6,39,TT,,,4,TT_39_4,True
USS-USJ6-39-UP,USS,USJ6,39,UP,,,4,UP_39_4,True
USS-USJ6-40,USS,USJ6,40,,,,3,,True
USS-USJ6-40-01,USS,USJ6,40,01,,,4,01_40_4,True
USS-USJ6-40-01-01,USS,USJ6,40,01,01,,5,01_01_40_5,True
USS-USJ6-40-01-01-01,USS,USJ6,40,01,01,01,6,01_01_01_6,True
USS-USJ6-40-01-01-TT,USS,USJ6,40,01,01,TT,6,TT_01_01_6,True
USS-USJ6-40-01-02,USS,USJ6,40,01,02,,5,02_01_40_5,True
USS-USJ6-40-01-02-01,USS,USJ6,40,01,02,01,6,01_02_01_6,True
USS-USJ6-40-01-02-TT,USS,USJ6,40,01,02,TT,6,TT_02_01_6,True
USS-USJ6-40-01-03,USS,USJ6,40,01,03,,5,03_01_40_5,True
USS-USJ6-40-01-03-01,USS,USJ6,40,01,03,01,6,01_03_01_6,True
USS-USJ6-40-01-03-TT,USS,USJ6,40,01,03,TT,6,TT_03_01_6,True
USS-USJ6-40-01-04,USS,USJ6,40,01,04,,5,04_01_40_5,True
USS-USJ6-40-01-04-01,USS,USJ6,40,01,04,01,6,01_04_01_6,True
USS-USJ6-40-01-04-TT,USS,USJ6,40,01,04,TT,6,TT_04_01_6,True
USS-USJ6-40-01-05,USS,USJ6,40,01,05,,5,05_01_40_5,True
USS-USJ6-40-01-05-01,USS,USJ6,40,01,05,01,6,01_05_01_6,True
USS-USJ6-40-01-05-TT,USS,USJ6,40,01,05,TT,6,TT_05_01_6,True
USS-USJ6-40-01-06,USS,USJ6,40,01,06,,5,06_01_40_5,True
USS-USJ6-40-01-06-01,USS,USJ6,40,01,06,01,6,01_06_01_6,True
USS-USJ6-40-01-06-TT,USS,USJ6,40,01,06,TT,6,TT_06_01_6,True
USS-USJ6-40-01-07,USS,USJ6,40,01,07,,5,07_01_40_5,True
USS-USJ6-40-01-07-01,USS,USJ6,40,01,07,01,6,01_07_01_6,True
USS-USJ6-40-01-07-TT,USS,USJ6,40,01,07,TT,6,TT_07_01_6,True
USS-USJ6-40-01-08,USS,USJ6,40,01,08,,5,08_01_40_5,True
USS-USJ6-40-01-08-01,USS,USJ6,40,01,08,01,6,01_08_01_6,True
USS-USJ6-40-01-08-TT,USS,USJ6,40,01,08,TT,6,TT_08_01_6,True
USS-USJ6-40-01-09,USS,USJ6,40,01,09,,5,09_01_40_5,True
