FL,Livello_1,Livello_2,Livello_3,Livello_4,Livello_5,Livello_6,FL_Lunghezza,Check,Check_Result
USS-USJ6-16-01-10,USS,USJ6,16,01,10,,5,10_01_16_5,True
USS-USJ6-16-01-10-01,USS,USJ6,16,01,10,01,6,01_10_01_6,True
USS-USJ6-16-01-10-TT,USS,USJ6,16,01,10,TT,6,TT_10_01_6,True
USS-USJ6-16-01-11,USS,USJ6,16,01,11,,5,11_01_16_5,True
USS-USJ6-16-01-11-01,USS,USJ6,16,01,11,01,6,01_11_01_6,True
USS-USJ6-16-01-11-TT,USS,USJ6,16,01,11,TT,6,TT_11_01_6,True
USS-USJ6-16-01-12,USS,USJ6,16,01,12,,5,12_01_16_5,True
USS-USJ6-16-01-12-01,USS,USJ6,16,01,12,01,6,01_12_01_6,True
USS-USJ6-16-01-12-TT,USS,USJ6,16,01,12,TT,6,TT_12_01_6,True
USS-USJ6-16-01-13,USS,USJ6,16,01,13,,5,13_01_16_5,True
USS-USJ6-16-01-13-01,USS,USJ6,16,01,13,01,6,01_13_01_6,True
USS-USJ6-16-01-13-TT,USS,USJ6,16,01,13,TT,6,TT_13_01_6,True
USS-USJ6-16-01-14,USS,USJ6,16,01,14,,5,14_01_16_5,True
USS-USJ6-16-01-14-01,USS,USJ6,16,01,14,01,6,01_14_01_6,True
USS-USJ6-16-01-14-TT,USS,USJ6,16,01,14,TT,6,TT_14_01_6,True
USS-USJ6-16-01-15,USS,USJ6,16,01,15,,5,15_01_16_5,True
USS-USJ6-16-01-15-01,USS,USJ6,16,01,15,01,6,01_15_01_6,True
USS-USJ6-16-01-15-TT,USS,USJ6,16,01,15,TT,6,TT_15_01_6,True
USS-USJ6-16-01-16,USS,USJ6,16,01,16,,5,16_01_16_5,True
USS-USJ6-16-01-16-01,USS,USJ6,16,01,16,01,6,01_16_01_6,True
USS-USJ6-16-01-16-TT,USS,USJ6,16,01,16,TT,6,TT_16_01_6,True
USS-USJ6-16-01-17,USS,USJ6,16,01,17,,5,17_01_16_5,True
USS-USJ6-16-01-17-01,USS,USJ6,16,01,17,01,6,01_17_01_6,True
USS-USJ6-16-01-17-TT,USS,USJ6,16,01,17,TT,6,TT_17_01_6,True
USS-USJ6-16-01-18,USS,USJ6,16,01,18,,5,18_01_16_5,True
USS-USJ6-16-01-18-01,USS,USJ6,16,01,18,01,6,01_18_01_6,True
USS-USJ6-16-01-18-TT,USS,USJ6,16,01,18,TT,6,TT_18_01_6,True
USS-USJ6-16-01-19,USS,USJ6,16,01,19,,5,19_01_16_5,True
USS-USJ6-16-01-19-01,USS,USJ6,16,01,19,01,6,01_19_01_6,True
USS-USJ6-16-01-19-TT,USS,USJ6,16,01,19,TT,6,TT_19_01_6,True
USS-USJ6-16-01-20,USS,USJ6,16,01,20,,5,20_01_16_5,True
USS-USJ6-16-01-20-01,USS,USJ6,16,01,20,01,6,01_20_01_6,True
USS-USJ6-16-01-20-TT,USS,USJ6,16,01,20,TT,6,TT_20_01_6,True
USS-USJ6-16-01-21,USS,USJ6,16,01,21,,5,21_01_16_5,True
USS-USJ6-16-01-21-01,USS,USJ6,16,01,21,01,6,01_21_01_6,True
USS-USJ6-16-01-21-TT,USS,USJ6,16,01,21,TT,6,TT_21_01_6,True
USS-USJ6-16-01-AC,USS,USJ6,16,01,AC,,5,AC_01_16_5,True
USS-USJ6-16-01-AC-GC,USS,USJ6,16,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-16-01-AC-IP,USS,USJ6,16,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-16-01-AR,USS,USJ6,16,01,AR,,5,AR_01_16_5,True
USS-USJ6-16-01-CO,USS,USJ6,16,01,CO,,5,CO_01_16_5,True
USS-USJ6-16-01-D1,USS,USJ6,16,01,D1,,5,D1_01_16_5,True
USS-USJ6-16-01-D1-GI,USS,USJ6,16,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-16-01-D1-MP,USS,USJ6,16,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-16-01-DS,USS,USJ6,16,01,DS,,5,DS_01_16_5,True
USS-USJ6-16-01-FU,USS,USJ6,16,01,FU,,5,FU_01_16_5,True
USS-USJ6-16-01-HI,USS,USJ6,16,01,HI,,5,HI_01_16_5,True
USS-USJ6-16-01-IS,USS,USJ6,16,01,IS,,5,IS_01_16_5,True
USS-USJ6-16-01-IT,USS,USJ6,16,01,IT,,5,IT_01_16_5,True
USS-USJ6-16-01-PS,USS,USJ6,16,01,PS,,5,PS_01_16_5,True
USS-USJ6-16-01-RC,USS,USJ6,16,01,RC,,5,RC_01_16_5,True
USS-USJ6-16-01-TK,USS,USJ6,16,01,TK,,5,TK_01_16_5,True
USS-USJ6-16-CL,USS,USJ6,16,CL,,,4,CL_16_4,True
USS-USJ6-16-LV,USS,USJ6,16,LV,,,4,LV_16_4,True
USS-USJ6-16-LV-CL,USS,USJ6,16,LV,CL,,5,CL_LV_16_5,True
USS-USJ6-16-LV-LA,USS,USJ6,16,LV,LA,,5,LA_LV_16_5,True
USS-USJ6-16-LV-LA-IT,USS,USJ6,16,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-16-LV-LA-TR,USS,USJ6,16,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-16-LV-LA-UN,USS,USJ6,16,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-16-LV-LA-UP,USS,USJ6,16,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-16-LV-LP,USS,USJ6,16,LV,LP,,5,LP_LV_16_5,True
USS-USJ6-16-LV-LP-01,USS,USJ6,16,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-16-LV-LP-CO,USS,USJ6,16,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-16-MV,USS,USJ6,16,MV,,,4,MV_16_4,True
USS-USJ6-16-MV-CL,USS,USJ6,16,MV,CL,,5,CL_MV_16_5,True
USS-USJ6-16-MV-IT,USS,USJ6,16,MV,IT,,5,IT_MV_16_5,True
USS-USJ6-16-MV-PR,USS,USJ6,16,MV,PR,,5,PR_MV_16_5,True
USS-USJ6-16-MV-SZ,USS,USJ6,16,MV,SZ,,5,SZ_MV_16_5,True
USS-USJ6-16-OC,USS,USJ6,16,OC,,,4,OC_16_4,True
USS-USJ6-16-OC-FO,USS,USJ6,16,OC,FO,,5,FO_OC_16_5,True
USS-USJ6-16-OC-MR,USS,USJ6,16,OC,MR,,5,MR_OC_16_5,True
USS-USJ6-16-ST,USS,USJ6,16,ST,,,4,ST_16_4,True
USS-USJ6-16-ST-S1,USS,USJ6,16,ST,S1,,5,S1_ST_16_5,True
USS-USJ6-16-ST-S2,USS,USJ6,16,ST,S2,,5,S2_ST_16_5,True
USS-USJ6-16-ST-S4,USS,USJ6,16,ST,S4,,5,S4_ST_16_5,True
USS-USJ6-16-T1,USS,USJ6,16,T1,,,4,T1_16_4,True
USS-USJ6-16-T1-PT,USS,USJ6,16,T1,PT,,5,PT_T1_16_5,True
USS-USJ6-16-TC,USS,USJ6,16,TC,,,4,TC_16_4,True
USS-USJ6-16-TC-AP,USS,USJ6,16,TC,AP,,5,AP_TC_16_5,True
USS-USJ6-16-TC-LN,USS,USJ6,16,TC,LN,,5,LN_TC_16_5,True
USS-USJ6-16-TS,USS,USJ6,16,TS,,,4,TS_16_4,True
USS-USJ6-16-TS-TA,USS,USJ6,16,TS,TA,,5,TA_TS_16_5,True
USS-USJ6-16-TS-TS,USS,USJ6,16,TS,TS,,5,TS_TS_16_5,True
USS-USJ6-16-TT,USS,USJ6,16,TT,,,4,TT_16_4,True
USS-USJ6-16-UP,USS,USJ6,16,UP,,,4,UP_16_4,True
USS-USJ6-17,USS,USJ6,17,,,,3,,True
USS-USJ6-17-01,USS,USJ6,17,01,,,4,01_17_4,True
USS-USJ6-17-01-01,USS,USJ6,17,01,01,,5,01_01_17_5,True
USS-USJ6-17-01-01-01,USS,USJ6,17,01,01,01,6,01_01_01_6,True
USS-USJ6-17-01-01-TT,USS,USJ6,17,01,01,TT,6,TT_01_01_6,True
USS-USJ6-17-01-02,USS,USJ6,17,01,02,,5,02_01_17_5,True
USS-USJ6-17-01-02-01,USS,USJ6,17,01,02,01,6,01_02_01_6,True
USS-USJ6-17-01-02-TT,USS,USJ6,17,01,02,TT,6,TT_02_01_6,True
USS-USJ6-17-01-03,USS,USJ6,17,01,03,,5,03_01_17_5,True
USS-USJ6-17-01-03-01,USS,USJ6,17,01,03,01,6,01_03_01_6,True
USS-USJ6-17-01-03-TT,USS,USJ6,17,01,03,TT,6,TT_03_01_6,True
USS-USJ6-17-01-04,USS,USJ6,17,01,04,,5,04_01_17_5,True
USS-USJ6-17-01-04-01,USS,USJ6,17,01,04,01,6,01_04_01_6,True
USS-USJ6-17-01-04-TT,USS,USJ6,17,01,04,TT,6,TT_04_01_6,True
USS-USJ6-17-01-05,USS,USJ6,17,01,05,,5,05_01_17_5,True
USS-USJ6-17-01-05-01,USS,USJ6,17,01,05,01,6,01_05_01_6,True
USS-USJ6-17-01-05-TT,USS,USJ6,17,01,05,TT,6,TT_05_01_6,True
USS-USJ6-17-01-06,USS,USJ6,17,01,06,,5,06_01_17_5,True
USS-USJ6-17-01-06-01,USS,USJ6,17,01,06,01,6,01_06_01_6,True
USS-USJ6-17-01-06-TT,USS,USJ6,17,01,06,TT,6,TT_06_01_6,True
USS-USJ6-17-01-07,USS,USJ6,17,01,07,,5,07_01_17_5,True
USS-USJ6-17-01-07-01,USS,USJ6,17,01,07,01,6,01_07_01_6,True
USS-USJ6-17-01-07-TT,USS,USJ6,17,01,07,TT,6,TT_07_01_6,True
USS-USJ6-17-01-08,USS,USJ6,17,01,08,,5,08_01_17_5,True
USS-USJ6-17-01-08-01,USS,USJ6,17,01,08,01,6,01_08_01_6,True
USS-USJ6-17-01-08-TT,USS,USJ6,17,01,08,TT,6,TT_08_01_6,True
USS-USJ6-17-01-09,USS,USJ6,17,01,09,,5,09_01_17_5,True
USS-USJ6-17-01-09-01,USS,USJ6,17,01,09,01,6,01_09_01_6,True
USS-USJ6-17-01-09-TT,USS,USJ6,17,01,09,TT,6,TT_09_01_6,True
USS-USJ6-17-01-10,USS,USJ6,17,01,10,,5,10_01_17_5,True
USS-USJ6-17-01-10-01,USS,USJ6,17,01,10,01,6,01_10_01_6,True
USS-USJ6-17-01-10-TT,USS,USJ6,17,01,10,TT,6,TT_10_01_6,True
USS-USJ6-17-01-11,USS,USJ6,17,01,11,,5,11_01_17_5,True
USS-USJ6-17-01-11-01,USS,USJ6,17,01,11,01,6,01_11_01_6,True
USS-USJ6-17-01-11-TT,USS,USJ6,17,01,11,TT,6,TT_11_01_6,True
USS-USJ6-17-01-12,USS,USJ6,17,01,12,,5,12_01_17_5,True
USS-USJ6-17-01-12-01,USS,USJ6,17,01,12,01,6,01_12_01_6,True
USS-USJ6-17-01-12-TT,USS,USJ6,17,01,12,TT,6,TT_12_01_6,True
USS-USJ6-17-01-13,USS,USJ6,17,01,13,,5,13_01_17_5,True
USS-USJ6-17-01-13-01,USS,USJ6,17,01,13,01,6,01_13_01_6,True
USS-USJ6-17-01-13-TT,USS,USJ6,17,01,13,TT,6,TT_13_01_6,True
USS-USJ6-17-01-14,USS,USJ6,17,01,14,,5,14_01_17_5,True
USS-USJ6-17-01-14-01,USS,USJ6,17,01,14,01,6,01_14_01_6,True
USS-USJ6-17-01-14-TT,USS,USJ6,17,01,14,TT,6,TT_14_01_6,True
USS-USJ6-17-01-15,USS,USJ6,17,01,15,,5,15_01_17_5,True
USS-USJ6-17-01-15-01,USS,USJ6,17,01,15,01,6,01_15_01_6,True
USS-USJ6-17-01-15-TT,USS,USJ6,17,01,15,TT,6,TT_15_01_6,True
USS-USJ6-17-01-16,USS,USJ6,17,01,16,,5,16_01_17_5,True
USS-USJ6-17-01-16-01,USS,USJ6,17,01,16,01,6,01_16_01_6,True
USS-USJ6-17-01-16-TT,USS,USJ6,17,01,16,TT,6,TT_16_01_6,True
USS-USJ6-17-01-17,USS,USJ6,17,01,17,,5,17_01_17_5,True
USS-USJ6-17-01-17-01,USS,USJ6,17,01,17,01,6,01_17_01_6,True
USS-USJ6-17-01-17-TT,USS,USJ6,17,01,17,TT,6,TT_17_01_6,True
USS-USJ6-17-01-18,USS,USJ6,17,01,18,,5,18_01_17_5,True
USS-USJ6-17-01-18-01,USS,USJ6,17,01,18,01,6,01_18_01_6,True
USS-USJ6-17-01-18-TT,USS,USJ6,17,01,18,TT,6,TT_18_01_6,True
USS-USJ6-17-01-19,USS,USJ6,17,01,19,,5,19_01_17_5,True
USS-USJ6-17-01-19-01,USS,USJ6,17,01,19,01,6,01_19_01_6,True
USS-USJ6-17-01-19-TT,USS,USJ6,17,01,19,TT,6,TT_19_01_6,True
USS-USJ6-17-01-20,USS,USJ6,17,01,20,,5,20_01_17_5,True
USS-USJ6-17-01-20-01,USS,USJ6,17,01,20,01,6,01_20_01_6,True
USS-USJ6-17-01-20-TT,USS,USJ6,17,01,20,TT,6,TT_20_01_6,True
USS-USJ6-17-01-21,USS,USJ6,17,01,21,,5,21_01_17_5,True
USS-USJ6-17-01-21-01,USS,USJ6,17,01,21,01,6,01_21_01_6,True
USS-USJ6-17-01-21-TT,USS,USJ6,17,01,21,TT,6,TT_21_01_6,True
USS-USJ6-17-01-AC,USS,USJ6,17,01,AC,,5,AC_01_17_5,True
USS-USJ6-17-01-AC-GC,USS,USJ6,17,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-17-01-AC-IP,USS,USJ6,17,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-17-01-AR,USS,USJ6,17,01,AR,,5,AR_01_17_5,True
USS-USJ6-17-01-CO,USS,USJ6,17,01,CO,,5,CO_01_17_5,True
USS-USJ6-17-01-D1,USS,USJ6,17,01,D1,,5,D1_01_17_5,True
USS-USJ6-17-01-D1-GI,USS,USJ6,17,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-17-01-D1-MP,USS,USJ6,17,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-17-01-DS,USS,USJ6,17,01,DS,,5,DS_01_17_5,True
USS-USJ6-17-01-FU,USS,USJ6,17,01,FU,,5,FU_01_17_5,True
USS-USJ6-17-01-HI,USS,USJ6,17,01,HI,,5,HI_01_17_5,True
USS-USJ6-17-01-IS,USS,USJ6,17,01,IS,,5,IS_01_17_5,True
USS-USJ6-17-01-IT,USS,USJ6,17,01,IT,,5,IT_01_17_5,True
USS-USJ6-17-01-PS,USS,USJ6,17,01,PS,,5,PS_01_17_5,True
USS-USJ6-17-01-RC,USS,USJ6,17,01,RC,,5,RC_01_17_5,True
USS-USJ6-17-01-TK,USS,USJ6,17,01,TK,,5,TK_01_17_5,True
USS-USJ6-17-CL,USS,USJ6,17,CL,,,4,CL_17_4,True
USS-USJ6-17-LV,USS,USJ6,17,LV,,,4,LV_17_4,True
USS-USJ6-17-LV-CL,USS,USJ6,17,LV,CL,,5,CL_LV_17_5,True
USS-USJ6-17-LV-LA,USS,USJ6,17,LV,LA,,5,LA_LV_17_5,True
USS-USJ6-17-LV-LA-IT,USS,USJ6,17,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-17-LV-LA-TR,USS,USJ6,17,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-17-LV-LA-UN,USS,USJ6,17,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-17-LV-LA-UP,USS,USJ6,17,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-17-LV-LP,USS,USJ6,17,LV,LP,,5,LP_LV_17_5,True
USS-USJ6-17-LV-LP-01,USS,USJ6,17,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-17-LV-LP-CO,USS,USJ6,17,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-17-MV,USS,USJ6,17,MV,,,4,MV_17_4,True
USS-USJ6-17-MV-CL,USS,USJ6,17,MV,CL,,5,CL_MV_17_5,True
USS-USJ6-17-MV-IT,USS,USJ6,17,MV,IT,,5,IT_MV_17_5,True
USS-USJ6-17-MV-PR,USS,USJ6,17,MV,PR,,5,PR_MV_17_5,True
USS-USJ6-17-MV-SZ,USS,USJ6,17,MV,SZ,,5,SZ_MV_17_5,True
USS-USJ6-17-OC,USS,USJ6,17,OC,,,4,OC_17_4,True
USS-USJ6-17-OC-FO,USS,USJ6,17,OC,FO,,5,FO_OC_17_5,True
USS-USJ6-17-OC-MR,USS,USJ6,17,OC,MR,,5,MR_OC_17_5,True
USS-USJ6-17-ST,USS,USJ6,17,ST,,,4,ST_17_4,True
USS-USJ6-17-ST-S1,USS,USJ6,17,ST,S1,,5,S1_ST_17_5,True
USS-USJ6-17-ST-S2,USS,USJ6,17,ST,S2,,5,S2_ST_17_5,True
USS-USJ6-17-ST-S4,USS,USJ6,17,ST,S4,,5,S4_ST_17_5,True
USS-USJ6-17-T1,USS,USJ6,17,T1,,,4,T1_17_4,True
USS-USJ6-17-T1-PT,USS,USJ6,17,T1,PT,,5,PT_T1_17_5,True
USS-USJ6-17-TC,USS,USJ6,17,TC,,,4,TC_17_4,True
USS-USJ6-17-TC-AP,USS,USJ6,17,TC,AP,,5,AP_TC_17_5,True
USS-USJ6-17-TC-LN,USS,USJ6,17,TC,LN,,5,LN_TC_17_5,True
USS-USJ6-17-TS,USS,USJ6,17,TS,,,4,TS_17_4,True
USS-USJ6-17-TS-TA,USS,USJ6,17,TS,TA,,5,TA_TS_17_5,True
USS-USJ6-17-TS-TS,USS,USJ6,17,TS,TS,,5,TS_TS_17_5,True
USS-USJ6-17-TT,USS,USJ6,17,TT,,,4,TT_17_4,True
USS-USJ6-17-UP,USS,USJ6,17,UP,,,4,UP_17_4,True
USS-USJ6-18,USS,USJ6,18,,,,3,,True
USS-USJ6-18-01,USS,USJ6,18,01,,,4,01_18_4,True
USS-USJ6-18-01-01,USS,USJ6,18,01,01,,5,01_01_18_5,True
USS-USJ6-18-01-01-01,USS,USJ6,18,01,01,01,6,01_01_01_6,True
USS-USJ6-18-01-01-TT,USS,USJ6,18,01,01,TT,6,TT_01_01_6,True
USS-USJ6-18-01-02,USS,USJ6,18,01,02,,5,02_01_18_5,True
USS-USJ6-18-01-02-01,USS,USJ6,18,01,02,01,6,01_02_01_6,True
USS-USJ6-18-01-02-TT,USS,USJ6,18,01,02,TT,6,TT_02_01_6,True
USS-USJ6-18-01-03,USS,USJ6,18,01,03,,5,03_01_18_5,True
USS-USJ6-18-01-03-01,USS,USJ6,18,01,03,01,6,01_03_01_6,True
USS-USJ6-18-01-03-TT,USS,USJ6,18,01,03,TT,6,TT_03_01_6,True
USS-USJ6-18-01-04,USS,USJ6,18,01,04,,5,04_01_18_5,True
USS-USJ6-18-01-04-01,USS,USJ6,18,01,04,01,6,01_04_01_6,True
USS-USJ6-18-01-04-TT,USS,USJ6,18,01,04,TT,6,TT_04_01_6,True
USS-USJ6-18-01-05,USS,USJ6,18,01,05,,5,05_01_18_5,True
USS-USJ6-18-01-05-01,USS,USJ6,18,01,05,01,6,01_05_01_6,True
USS-USJ6-18-01-05-TT,USS,USJ6,18,01,05,TT,6,TT_05_01_6,True
USS-USJ6-18-01-06,USS,USJ6,18,01,06,,5,06_01_18_5,True
USS-USJ6-18-01-06-01,USS,USJ6,18,01,06,01,6,01_06_01_6,True
USS-USJ6-18-01-06-TT,USS,USJ6,18,01,06,TT,6,TT_06_01_6,True
USS-USJ6-18-01-07,USS,USJ6,18,01,07,,5,07_01_18_5,True
USS-USJ6-18-01-07-01,USS,USJ6,18,01,07,01,6,01_07_01_6,True
USS-USJ6-18-01-07-TT,USS,USJ6,18,01,07,TT,6,TT_07_01_6,True
USS-USJ6-18-01-08,USS,USJ6,18,01,08,,5,08_01_18_5,True
USS-USJ6-18-01-08-01,USS,USJ6,18,01,08,01,6,01_08_01_6,True
USS-USJ6-18-01-08-TT,USS,USJ6,18,01,08,TT,6,TT_08_01_6,True
USS-USJ6-18-01-09,USS,USJ6,18,01,09,,5,09_01_18_5,True
USS-USJ6-18-01-09-01,USS,USJ6,18,01,09,01,6,01_09_01_6,True
USS-USJ6-18-01-09-TT,USS,USJ6,18,01,09,TT,6,TT_09_01_6,True
USS-USJ6-18-01-10,USS,USJ6,18,01,10,,5,10_01_18_5,True
USS-USJ6-18-01-10-01,USS,USJ6,18,01,10,01,6,01_10_01_6,True
USS-USJ6-18-01-10-TT,USS,USJ6,18,01,10,TT,6,TT_10_01_6,True
USS-USJ6-18-01-11,USS,USJ6,18,01,11,,5,11_01_18_5,True
USS-USJ6-18-01-11-01,USS,USJ6,18,01,11,01,6,01_11_01_6,True
USS-USJ6-18-01-11-TT,USS,USJ6,18,01,11,TT,6,TT_11_01_6,True
USS-USJ6-18-01-12,USS,USJ6,18,01,12,,5,12_01_18_5,True
USS-USJ6-18-01-12-01,USS,USJ6,18,01,12,01,6,01_12_01_6,True
USS-USJ6-18-01-12-TT,USS,USJ6,18,01,12,TT,6,TT_12_01_6,True
USS-USJ6-18-01-13,USS,USJ6,18,01,13,,5,13_01_18_5,True
USS-USJ6-18-01-13-01,USS,USJ6,18,01,13,01,6,01_13_01_6,True
USS-USJ6-18-01-13-TT,USS,USJ6,18,01,13,TT,6,TT_13_01_6,True
USS-USJ6-18-01-14,USS,USJ6,18,01,14,,5,14_01_18_5,True
USS-USJ6-18-01-14-01,USS,USJ6,18,01,14,01,6,01_14_01_6,True
USS-USJ6-18-01-14-TT,USS,USJ6,18,01,14,TT,6,TT_14_01_6,True
USS-USJ6-18-01-15,USS,USJ6,18,01,15,,5,15_01_18_5,True
USS-USJ6-18-01-15-01,USS,USJ6,18,01,15,01,6,01_15_01_6,True
USS-USJ6-18-01-15-TT,USS,USJ6,18,01,15,TT,6,TT_15_01_6,True
USS-USJ6-18-01-16,USS,USJ6,18,01,16,,5,16_01_18_5,True
USS-USJ6-18-01-16-01,USS,USJ6,18,01,16,01,6,01_16_01_6,True
USS-USJ6-18-01-16-TT,USS,USJ6,18,01,16,TT,6,TT_16_01_6,True
USS-USJ6-18-01-17,USS,USJ6,18,01,17,,5,17_01_18_5,True
USS-USJ6-18-01-17-01,USS,USJ6,18,01,17,01,6,01_17_01_6,True
USS-USJ6-18-01-17-TT,USS,USJ6,18,01,17,TT,6,TT_17_01_6,True
USS-USJ6-18-01-18,USS,USJ6,18,01,18,,5,18_01_18_5,True
USS-USJ6-18-01-18-01,USS,USJ6,18,01,18,01,6,01_18_01_6,True
USS-USJ6-18-01-18-TT,USS,USJ6,18,01,18,TT,6,TT_18_01_6,True
USS-USJ6-18-01-19,USS,USJ6,18,01,19,,5,19_01_18_5,True
USS-USJ6-18-01-19-01,USS,USJ6,18,01,19,01,6,01_19_01_6,True
USS-USJ6-18-01-19-TT,USS,USJ6,18,01,19,TT,6,TT_19_01_6,True
USS-USJ6-18-01-20,USS,USJ6,18,01,20,,5,20_01_18_5,True
USS-USJ6-18-01-20-01,USS,USJ6,18,01,20,01,6,01_20_01_6,True
USS-USJ6-18-01-20-TT,USS,USJ6,18,01,20,TT,6,TT_20_01_6,True
USS-USJ6-18-01-AC,USS,USJ6,18,01,AC,,5,AC_01_18_5,True
USS-USJ6-18-01-AC-GC,USS,USJ6,18,01,AC,GC,6,GC_AC_01_6,True
USS-USJ6-18-01-AC-IP,USS,USJ6,18,01,AC,IP,6,IP_AC_01_6,True
USS-USJ6-18-01-AR,USS,USJ6,18,01,AR,,5,AR_01_18_5,True
USS-USJ6-18-01-CO,USS,USJ6,18,01,CO,,5,CO_01_18_5,True
USS-USJ6-18-01-D1,USS,USJ6,18,01,D1,,5,D1_01_18_5,True
USS-USJ6-18-01-D1-GI,USS,USJ6,18,01,D1,GI,6,GI_D1_01_6,True
USS-USJ6-18-01-D1-MP,USS,USJ6,18,01,D1,MP,6,MP_D1_01_6,True
USS-USJ6-18-01-DS,USS,USJ6,18,01,DS,,5,DS_01_18_5,True
USS-USJ6-18-01-FU,USS,USJ6,18,01,FU,,5,FU_01_18_5,True
USS-USJ6-18-01-HI,USS,USJ6,18,01,HI,,5,HI_01_18_5,True
USS-USJ6-18-01-IS,USS,USJ6,18,01,IS,,5,IS_01_18_5,True
USS-USJ6-18-01-IT,USS,USJ6,18,01,IT,,5,IT_01_18_5,True
USS-USJ6-18-01-PS,USS,USJ6,18,01,PS,,5,PS_01_18_5,True
USS-USJ6-18-01-RC,USS,USJ6,18,01,RC,,5,RC_01_18_5,True
USS-USJ6-18-01-TK,USS,USJ6,18,01,TK,,5,TK_01_18_5,True
USS-USJ6-18-CL,USS,USJ6,18,CL,,,4,CL_18_4,True
USS-USJ6-18-LV,USS,USJ6,18,LV,,,4,LV_18_4,True
USS-USJ6-18-LV-CL,USS,USJ6,18,LV,CL,,5,CL_LV_18_5,True
USS-USJ6-18-LV-LA,USS,USJ6,18,LV,LA,,5,LA_LV_18_5,True
USS-USJ6-18-LV-LA-IT,USS,USJ6,18,LV,LA,IT,6,IT_LA_LV_6,True
USS-USJ6-18-LV-LA-TR,USS,USJ6,18,LV,LA,TR,6,TR_LA_LV_6,True
USS-USJ6-18-LV-LA-UN,USS,USJ6,18,LV,LA,UN,6,UN_LA_LV_6,True
USS-USJ6-18-LV-LA-UP,USS,USJ6,18,LV,LA,UP,6,UP_LA_LV_6,True
USS-USJ6-18-LV-LP,USS,USJ6,18,LV,LP,,5,LP_LV_18_5,True
USS-USJ6-18-LV-LP-01,USS,USJ6,18,LV,LP,01,6,01_LP_LV_6,True
USS-USJ6-18-LV-LP-CO,USS,USJ6,18,LV,LP,CO,6,CO_LP_LV_6,True
USS-USJ6-18-MV,USS,USJ6,18,MV,,,4,MV_18_4,True
USS-USJ6-18-MV-CL,USS,USJ6,18,MV,CL,,5,CL_MV_18_5,True
USS-USJ6-18-MV-IT,USS,USJ6,18,MV,IT,,5,IT_MV_18_5,True
USS-USJ6-18-MV-PR,USS,USJ6,18,MV,PR,,5,PR_MV_18_5,True
USS-USJ6-18-MV-SZ,USS,USJ6,18,MV,SZ,,5,SZ_MV_18_5,True
USS-USJ6-18-OC,USS,USJ6,18,OC,,,4,OC_18_4,True
USS-USJ6-18-OC-FO,USS,USJ6,18,OC,FO,,5,FO_OC_18_5,True
USS-USJ6-18-OC-MR,USS,USJ6,18,OC,MR,,5,MR_OC_18_5,True
USS-USJ6-18-ST,USS,USJ6,18,ST,,,4,ST_18_4,True
USS-USJ6-18-ST-S1,USS,USJ6,18,ST,S1,,5,S1_ST_18_5,True
USS-USJ6-18-ST-S2,USS,USJ6,18,ST,S2,,5,S2_ST_18_5,True
USS-USJ6-18-ST-S4,USS,USJ6,18,ST,S4,,5,S4_ST_18_5,True
USS-USJ6-18-T1,USS,USJ6,18,T1,,,4,T1_18_4,True
USS-USJ6-18-T1-PT,USS,USJ6,18,T1,PT,,5,PT_T1_18_5,True
USS-USJ6-18-TC,USS,USJ6,18,TC,,,4,TC_18_4,True
USS-USJ6-18-TC-AP,USS,USJ6,18,TC,AP,,5,AP_TC_18_5,True
USS-USJ6-18-TC-LN,USS,USJ6,18,TC,LN,,5,LN_TC_18_5,True
USS-USJ6-18-TS,USS,USJ6,18,TS,,,4,TS_18_4,True
USS-USJ6-18-TS-TA,USS,USJ6,18,TS,TA,,5,TA_TS_18_5,True
USS-USJ6-18-TS-TS,USS,USJ6,18,TS,TS,,5,TS_TS_18_5,True
USS-USJ6-18-TT,USS,USJ6,18,TT,,,4,TT_18_4,True
USS-USJ6-18-UP,USS,USJ6,18,UP,,,4,UP_18_4,True
USS-USJ6-19,USS,USJ6,19,,,,3,,True
USS-USJ6-19-01,USS,USJ6,19,01,,,4,01_19_4,True
USS-USJ6-19-01-01,USS,USJ6,19,01,01,,5,01_01_19_5,True
